For M5|Adr   278|KD1       13      17.0 C  3A01a|Rb        2.43609 m   |HD         15.954 m   |                      | 
For M5|Adr   279|KD1       14      17.0 C  3A01a|Rf        0.42202 m   |HD         16.919 m   |                      | 
For M5|Adr   280|KD1       14      17.0 C  3A01a|Rf        0.42201 m   |HD         16.920 m   |                      | 
For M5|Adr   281|KD1       13      17.0 C  3A01a|Rb        2.43611 m   |HD         15.952 m   |                      | 
For M5|Adr   282|KD1       14      17.0 C   A01a|                      |                      |Z        20.96716 m   | 
For M5|Adr   283|KD1       14      17.0 C  3A01a|Rb        2.28820 m   |HD         17.009 m   |                      | 
For M5|Adr   284|KD1       15      17.0 C  3A01a|Rf        0.62549 m   |HD         17.136 m   |                      | 
For M5|Adr   285|KD1       15      17.0 C  3A01a|Rf        0.62551 m   |HD         17.135 m   |                      | 
For M5|Adr   286|KD1       14      17.0 C  3A01a|Rb        2.28815 m   |HD         17.009 m   |                      | 
For M5|Adr   287|KD1       15      17.0 C   A01a|                      |                      |Z        22.62983 m   | 
For M5|Adr   288|KD1       15      17.0 C  3A01a|Rb        1.87121 m   |HD         16.460 m   |                      | 
For M5|Adr   289|KD1       16      17.0 C  3A01a|Rf        0.54788 m   |HD         16.484 m   |                      | 
For M5|Adr   290|KD1       16      17.0 C  3A01a|Rf        0.54778 m   |HD         16.484 m   |                      | 
For M5|Adr   291|KD1       15      17.0 C  3A01a|Rb        1.87114 m   |HD         16.458 m   |                      | 
For M5|Adr   292|KD1       16      17.0 C   A01a|                      |                      |Z        23.95318 m   | 
For M5|Adr   293|KD1       16      17.0 C  3A01a|Rb        2.24554 m   |HD         17.500 m   |                      | 
For M5|Adr   294|KD1       17      17.0 C  3A01a|Rf        0.62803 m   |HD         17.471 m   |                      | 
For M5|Adr   295|KD1       17      17.0 C  3A01a|Rf        0.62805 m   |HD         17.464 m   |                      | 
For M5|Adr   296|KD1       16      17.0 C  3A01a|Rb        2.24567 m   |HD         17.499 m   |                      | 
For M5|Adr   297|KD1       17      17.0 C   A01a|                      |                      |Z        25.57075 m   | 
For M5|Adr   298|KD1       17      17.0 C  3A01a|Rb        1.86437 m   |HD         18.703 m   |                      | 
For M5|Adr   299|KD1       18      17.0 C  3A01a|Rf        0.86895 m   |HD         18.979 m   |                      | 
For M5|Adr   300|KD1       18      17.0 C  3A01a|Rf        0.86898 m   |HD         18.977 m   |                      | 
For M5|Adr   301|KD1       17      17.0 C  3A01a|Rb        1.86439 m   |HD         18.704 m   |                      | 
For M5|Adr   302|KD1       18      17.0 C   A01a|                      |                      |Z        26.56616 m   | 
For M5|Adr   303|KD1       18##### 17.0 C  3A01a|Rb        1.81293 m   |HD         18.116 m   |                      | 
For M5|Adr   304|TO  Measurement repeated   A01a|                      |                      |                      | 
For M5|Adr   305|KD1       18      17.0 C  3A01a|Rb        1.81279 m   |HD         18.129 m   |                      | 
For M5|Adr   306|KD1       19      17.0 C  3A01a|Rf        0.70400 m   |HD         18.279 m   |                      | 
For M5|Adr   307|KD1       19      17.0 C  3A01a|Rf        0.70399 m   |HD         18.281 m   |                      | 
For M5|Adr   308|KD1       18      17.0 C  3A01a|Rb        1.81290 m   |HD         18.115 m   |                      | 
For M5|Adr   309|KD1       19      17.0 C   A01a|                      |                      |Z        27.67501 m   | 
For M5|Adr   310|KD1       19      17.0 C  3A01a|Rb        2.10708 m   |HD         16.344 m   |                      | 
For M5|Adr   311|KD1       20      17.0 C  3A01a|Rf        0.87221 m   |HD         15.830 m   |                      | 
For M5|Adr   312|KD1       20      17.0 C  3A01a|Rf        0.87223 m   |HD         15.829 m   |                      | 
For M5|Adr   313|KD1       19      17.0 C  3A01a|Rb        2.10706 m   |HD         16.346 m   |                      | 
For M5|Adr   314|KD1       20      17.0 C   A01a|                      |                      |Z        28.90986 m   | 
For M5|Adr   315|KD1       20      17.0 C  3A01a|Rb        1.64279 m   |HD         13.060 m   |                      | 
For M5|Adr   316|KD1       21      17.0 C  3A01a|Rf        0.88933 m   |HD         12.960 m   |                      | 
For M5|Adr   317|KD1       21      17.0 C  3A01a|Rf        0.88929 m   |HD         12.961 m   |                      | 
For M5|Adr   318|KD1       20      17.0 C  3A01a|Rb        1.64279 m   |HD         13.058 m   |                      | 
For M5|Adr   319|KD1       21      17.0 C   A01a|                      |                      |Z        29.66334 m   | 
For M5|Adr   320|KD1       21      17.0 C  3A01a|Rb        1.64275 m   |HD          7.760 m   |                      | 
For M5|Adr   321|KD1      K11      17.0 C  3A01a|Rf        0.78851 m   |HD          6.780 m   |                      | 
For M5|Adr   322|KD1      K11      17.0 C  3A01a|Rf        0.78852 m   |HD          6.777 m   |                      | 
For M5|Adr   323|KD1       21      17.0 C  3A01a|Rb        1.64270 m   |HD          7.756 m   |                      | 
For M5|Adr   324|KD1      K11      17.0 C   A01a|                      |                      |Z        30.51755 m   | 
For M5|Adr   325|KD1      K11               A01a|Sh       30.51755 m   |dz      -30.51755 m   |Z         0.00000 m   | 
For M5|Adr   326|KD2      K11       22      A01a|Db         411.09 m   |Df         411.19 m   |Z        30.51755 m   | 
For M5|Adr   327|TO  End-Line               A01a|                      |                      |                      | 
-9999
