For M5|Adr   232|KD1        9##### 17.0 C  3A01a|Rb        2.04411 m   |HD         17.100 m   |                      | 
For M5|Adr   233|TO  Measurement repeated   A01a|                      |                      |                      | 
For M5|Adr   234|KD1        9##### 17.0 C  3A01a|Rb        2.04443 m   |HD         17.091 m   |                      | 
For M5|Adr   235|TO  Measurement repeated   A01a|                      |                      |                      | 
For M5|Adr   236|KD1        9##### 17.0 C  3A01a|Rb        2.04452 m   |HD         17.086 m   |                      | 
For M5|Adr   237|TO  Measurement repeated   A01a|                      |                      |                      | 
For M5|Adr   238|KD1        9##### 17.0 C  3A01a|Rb        2.04482 m   |HD         17.100 m   |                      | 
For M5|Adr   239|KD1       10##### 17.0 C  3A01a|Rf        0.66983 m   |HD         15.906 m   |                      | 
For M5|Adr   240|TO  Measurement repeated   A01a|                      |                      |                      | 
For M5|Adr   241|KD1       10##### 17.0 C  3A01a|Rf        0.57261 m   |HD         17.764 m   |                      | 
For M5|Adr   242|KD1       10##### 17.0 C  3A01a|Rf        0.57222 m   |HD         17.761 m   |                      | 
For M5|Adr   243|KD1        9##### 17.0 C  3A01a|Rb        2.04502 m   |HD         17.100 m   |                      | 
For M5|Adr   244|KD1       10##### 17.0 C   A01a|                      |                      |Z        13.12156 m   | 
For M5|Adr   245|TO  Station repeated       A01a|                      |                      |                      | 
For M5|Adr   246|KD1        9##### 17.0 C  3A01a|Rb        2.04465 m   |HD         17.094 m   |                      | 
For M5|Adr   247|TO  Measurement repeated   A01a|                      |                      |                      | 
For M5|Adr   248|KD1        9      17.0 C  3A01a|Rb        1.91661 m   |HD         16.919 m   |                      | 
For M5|Adr   249|KD1       10      17.0 C  3A01a|Rf        0.44439 m   |HD         17.737 m   |                      | 
For M5|Adr   250|KD1       10      17.0 C  3A01a|Rf        0.44433 m   |HD         17.759 m   |                      | 
For M5|Adr   251|KD1        9      17.0 C  3A01a|Rb        1.91642 m   |HD         16.935 m   |                      | 
For M5|Adr   252|KD1       10      17.0 C   A01a|                      |                      |Z        13.12121 m   | 
For M5|Adr   253|KD1       10##### 17.0 C  3A01a|Rb        2.16143 m   |HD         22.909 m   |                      | 
For M5|Adr   254|KD1       11##### 17.0 C  3A01a|Rf        0.46509 m   |HD         20.279 m   |                      | 
For M5|Adr   255|KD1       11##### 17.0 C  3A01a|Rf        0.46492 m   |HD         20.284 m   |                      | 
For M5|Adr   256|KD1       10##### 17.0 C  3A01a|Rb        2.16343 m   |HD         22.851 m   |                      | 
For M5|Adr   257|KD1       11##### 17.0 C   A01a|                      |                      |Z        14.81864 m   | 
For M5|Adr   258|TO  Station repeated       A01a|                      |                      |                      | 
For M5|Adr   259|KD1       10      17.0 C  3A01a|Rb        2.16375 m   |HD         22.848 m   |                      | 
For M5|Adr   260|KD1       11      17.0 C  3A01a|Rf        0.46508 m   |HD         20.279 m   |                      | 
For M5|Adr   261|KD1       11##### 17.0 C  3A01a|Rf        2.16340 m   |HD         22.846 m   |                      | 
For M5|Adr   262|TO  Measurement repeated   A01a|                      |                      |                      | 
For M5|Adr   263|KD1       11      17.0 C  3A01a|Rf        0.46475 m   |HD         20.276 m   |                      | 
For M5|Adr   264|KD1       10      17.0 C  3A01a|Rb        2.16379 m   |HD         22.846 m   |                      | 
For M5|Adr   265|KD1       11      17.0 C   A01a|                      |                      |Z        14.82007 m   | 
For M5|Adr   266|KD1       11      17.0 C  3A01a|Rb        2.15169 m   |HD         19.205 m   |                      | 
For M5|Adr   267|KD1       12##### 17.0 C  3A01a|Rf        0.10424 m   |HD         20.637 m   |                      | 
For M5|Adr   268|TO  Measurement repeated   A01a|                      |                      |                      | 
For M5|Adr   269|KD1       12      17.0 C  3A01a|Rf        0.10440 m   |HD         20.644 m   |                      | 
For M5|Adr   270|KD1       12      17.0 C  3A01a|Rf        0.10446 m   |HD         20.634 m   |                      | 
For M5|Adr   271|KD1       11      17.0 C  3A01a|Rb        2.15142 m   |HD         19.214 m   |                      | 
For M5|Adr   272|KD1       12      17.0 C   A01a|                      |                      |Z        16.86719 m   | 
For M5|Adr   273|KD1       12      17.0 C  3A01a|Rb        2.20340 m   |HD         13.960 m   |                      | 
For M5|Adr   274|KD1       13      17.0 C  3A01a|Rf        0.11744 m   |HD         15.310 m   |                      | 
For M5|Adr   275|KD1       13      17.0 C  3A01a|Rf        0.11750 m   |HD         15.306 m   |                      | 
For M5|Adr   276|KD1       12      17.0 C  3A01a|Rb        2.20331 m   |HD         13.964 m   |                      | 
For M5|Adr   277|KD1       13      17.0 C   A01a|                      |                      |Z        18.95308 m   | 
